"from_user_name","to_user_name","in_reply_to_status_id","location"
"edisoncubas","raullabarthe",1.34469335633777E+018,"Peru"
"10LM18_s","Alianzapanamen2",1.3352114219662E+018,
"anagar51","Cesar_1908",1.34619308726198E+018,"Ecuador"
"marianala171","pacoram0764",1.34619064062385E+018,"Ecuador"
"soyoutsider","ecuarauz",1.34618926419583E+018,"Latacunga, Ecuador"
"susaguti19","AngelMi18723166",1.34619036184943E+018,"Ecuador"
"InrriGalAco","oro_negro26",1.34595047623642E+018,
"emi1mu","guille92152",1.34621446791544E+018,"Ecuador"
"emi1mu","edwinfabec33",1.34620995251223E+018,"Ecuador"
"isa_m0r","guerreroxavierm",1.34618980107937E+018,
"isa_m0r","edwinfabec33",1.34617711445482E+018,
"AdrianaPalma0","rabascallcarlos",1.34621761694015E+018,"Ecuador"
"AnaCedeno0","unessantaelena",1.346120911251E+018,"Ecuador"
"jesusmarcano323","rabascallcarlos",1.34621761694015E+018,"Ecuador"
"MariaJTorres1","RCMEsmeraldas",1.34558643059728E+018,"Ecuador"
"MariaJTorres1","AndreaLopezUio",1.34499401457193E+018,"Ecuador"
"FdezzSusanna","marquiho46",1.34622768970379E+018,"Ecuador"
"cardarelliceci","C_Barrenechea",1.34621896939349E+018,"Mar del Plata, Argentina"
"Tamaragarci00","ALBERTOACOSTAB",1.34619524280713E+018,"Ecuador"
"Tamaragarci00","CuenteroMuisne",1.34622119303311E+018,"Ecuador"
"Paomarcano00","ALBERTOACOSTAB",1.34619524280713E+018,"Ecuador"
"Paomarcano00","ismaelquintanag",1.34618802239671E+018,"Ecuador"
"FdezzSusanna","Yolalopezg",1.34618924235195E+018,"Ecuador"
"paolittareyes8","edu00721",1.34624215657132E+018,"Ecuador"
"paolittareyes8","LojaRc11",1.34624210920086E+018,"Ecuador"
"paolittareyes8","joseandresm7",1.34624194566915E+018,"Ecuador"
"Mashi_Pablo","ErmelRosario",1.34624504957576E+018,"Guayaquil, Ecuador"
"paulinaduenas","ErmelRosario",1.34377341418045E+018,"Quito"
"LealValntina","CotopaxiEsRC",1.34625845250355E+018,"Ecuador"
"xavieyepezs","ecuarauz",1.34618926419583E+018,
"JesusSanch_2","CotopaxiEsRC",1.34626534608956E+018,"Ecuador"
"JesusSanch_2","pabelml",1.34626898383878E+018,"Ecuador"
"JoseGuz_4","MirezFrancisca",1.34615914387965E+018,"Ecuador"
"JuandresJ19","ecuarauz",1.34618926419583E+018,"Quito, Ecuador"
"CayWashington","CarlosVerareal",1.34594450296453E+018,
"LuzMa_Alatorre","PatySandovalM",1.34624060678858E+018,"Jalisco, México"
"DARWINCB","ampiciliina",1.34573964169835E+018,"RENGO"
"Soool_ofx","Soool_ofx",1.34623110539401E+018,"Mendoza, Argentina"
"Martuna1965","Emilce10078119",1.34629638039086E+018,
"sandratoapanta","4pelagatos4",1.34622362225234E+018,
"Criss_sd","LaPosta_Ecu",1.34628250602327E+018,"#Ecuador"
"idea68","ferbelaunzaran",1.34617732528154E+018,"México"
"idea68","ferbelaunzaran",1.34617732528154E+018,"México"
"CanekLocked","SoyShot_30",1.34632654773782E+018,"Survival 1.7"
"jorolopi70","colectivoups",1.34631654025432E+018,"Esmeraldas, Ecuador"
"jorolopi70","rabascallcarlos",1.34579799231032E+018,"Esmeraldas, Ecuador"
"WeeneMon","audrey_8a",1.34619655931109E+018,
"kalz2011alejo","ecuarauz",1.34618926419583E+018,
"Ecudela67","janislacani",1.34636168222704E+018,"Vallekas"
"ingrid2972","ONUDHmexico",1.34503857376286E+018,"Xalapa Ver."
"ingrid2972","Fridaguerrera",1.3463084617857E+018,"Xalapa Ver."
"Karmaleonic","janislacani",1.34636168222704E+018,
"subterfugia","Max_a_secas",1.3464199408495E+018,
"CristianTobar5","Martinminguchi",1.34610175425819E+018,"Cuenca"
"CristianTobar5","AndreaLopezUio",1.3464131911994E+018,"Cuenca"
"tomasa_ochoa","Alvisepf",1.34645082455427E+018,"Cornellà de Llobregat, España"
"jorolopi70","colectivoups",1.34645487871819E+018,"Esmeraldas, Ecuador"
"CristianTobar5","IsmaelUlloaEc",1.34620358029495E+018,"Cuenca"
"ceciliaencalad2","rabascallcarlos",1.34645864673832E+018,"Machala- El Oro- Ecuador"
"fhercoral","MashiRafael",1.34643498846455E+018,"Guayaquil, Ecuador"
"AdelaMa55577461","Alvisepf",1.34645082455427E+018,
"LeslyValdez99","LeslyValdez99",1.34646509561059E+018,"ecuador"
"JuanGaVacacela","ecuarauz",1.34612073403326E+018,"Loja, Ecuador"
"ViolacionesP","ViolacionesP",1.34647681122018E+018,
"EDUARDOIDROVO1","KevinChalco44",1.34647127116962E+018,
"lauraarelidp","lauraarelidp",1.34649570083031E+018,
"OscarRiveroGal","levirey",1.34625992808487E+018,"Huancayo, Peru"
"EdithG_7","IvetteZevallos",1.3465076670959E+018,
"ClapHastalaVic1","Mippcivzla",1.3464922759925E+018,"Venezuela"
"Gaston20202","bigbangnw",1.3465231056872E+018,"Buenos Aires, Argentina"
"CayWashington","cesarlitardo",1.34618845333206E+018,
"Yocelin686","audrey_8a",1.34558753530572E+018,
"kain_duque","24HorasTVN",1.34698316789957E+018,"In Hell, Chilekistan."
"liceet83","ivonnelago",1.34696970616774E+018,"Guayaquil, Ecuador"
"SAR_GL76","afrodita9000",1.34698392160761E+018,"Macul, Chile"
"irvingalemand","xquisittte",1.34699444427758E+018,"Acayucan, Veracruz de Ignacio"
"Ad_lez21","StephanyNM16",1.34685925151231E+018,
"Elyobservaa16","desaparecidaorg",1.34702233221329E+018,
"keahita","lopezdoriga",1.34701952154726E+018,
"rodsquare500","textodeabajo",1.34702735256446E+018,
"LagoMayra2","GranadosDulceOk",1.34696163603732E+018,"ezeiza ,tristan suarez"
"Fatima06429327","alexcasasv_",1.3470320285633E+018,
"Fatima06429327","isidoravivesc",1.34703017538142E+018,
"abisafeplace","abisafeplace",1.34704306839507E+018,"she/her"
"criscanchomore","feminicidio",1.34712960228465E+018,"Almagro, España"
"chiguijaecuador","GustavoMateusA",1.34689676878567E+018,
"Sandra79175387","marcelo26624306",1.34713767170612E+018,
"PBarnardine","CNNChile",1.34715099491688E+018,"Basel"
"veronica_ro24","MashiRafael",1.34714157350338E+018,"Ecuador"
"joseperezdani","lahistoriaec",1.34657822751558E+018,"Machala, Ecuador"
"hannahffm37","MagdaRoblesL",1.34714628803128E+018,"Ecuador"
"Soniadavla","CompromisoRC",1.34693292601399E+018,"Ecuador"
"anto55a","MashiRafael",1.34714157350338E+018,"Ecuador"
"hannahffm37","MagdaRoblesL",1.34707363985905E+018,"Ecuador"
"PaolaaTorre","PatricioJijonL1",1.34679150765588E+018,"Ecuador"
"MilagritosM_","amapolanaranjo",1.34715163915787E+018,"Ecuador"
"anto55a","MashiRafael",1.34714157350338E+018,"Ecuador"
"anto55a","MashiRafael",1.34714157350338E+018,"Ecuador"
"Vannefernand","MagdaRoblesL",1.34714628803128E+018,"Ecuador"
"hannahffm37","fuerzacstodgo",1.34703882201878E+018,"Ecuador"
"Anamtorres_22","CompromisoRC",1.34693292601399E+018,"Ecuador"
"anto55a","MashiRafael",1.34714157350338E+018,"Ecuador"
"Vannefernand","ingmanuelqueza1",1.34714615090689E+018,"Ecuador"
"Marisol808yu","jorgegaguilarc",1.34715054549313E+018,"Ecuador"
"fdecovilla","lahistoriaec",1.34667083579334E+018,"Manabi, Ecuador"
"LilianaGonzles4","Literario26",1.34706944698948E+018,"Ecuador"
"Jara_Marcelinda","PrimeraPlanaECU",1.34715535303791E+018,"Ecuador"
"salazarnicolee1","JoseMarZam29",1.34472373200745E+018,
"1JavierEliu","alexagacebo",1.347024778906E+018,"Ecuador"
"Lauravelez89u","maurocastrocor1",1.34713977784232E+018,"Ecuador"
"VlzAdri","MagdaRoblesL",1.34714628803128E+018,"Ecuador"
"Mercedelorosb","tahigue29",1.34574356599402E+018,"ecuador"
"Danieeeelrg","JavierZapata66",1.34715824191091E+018,"Ecuador 🇪🇨"
"fernandagom2","mabsegovia",1.34692125426418E+018,"Ecuador"
"MaraRome_","rabascallcarlos",1.34714429420176E+018,"Ecuador"
"roberto21c","ecuarauz",1.34693000159004E+018,"Ecuador"
"AnitaSuaz","mendozannabell",1.34590077620022E+018,"Ecuador"
"F3rnandoJos3_","mashinancyg",1.34708694960199E+018,"Ecuador"
"An1taGarc1a","pabelml",1.34714721799646E+018,"Ecuador"
"ElianaMorenoG1","esthercuestasan",1.34707549622864E+018,"Ecuador"
"kain_duque","CNNChile",1.34700011395309E+018,"In Hell, Chilekistan."
"TerceraDerivada","meganoticiascl",1.34686623833781E+018,
"trevaspa55","edisony91",1.34717373069126E+018,"Ecuador"
"LuzGuzmlk","nanDoWalkerEC",1.34699211994513E+018,"Ecuador"
"1JavierEliu","pichinchauniver",1.34654323841769E+018,"Ecuador"
"rosaliarpz55","ecuarauz",1.34665222263819E+018,"Ecuador"
"rosaliarpz55","amapolanaranjo",1.34517633499412E+018,"Ecuador"
"silviamrq","CanarRC",1.34516938509956E+018,"Ecuador"
"carolinedex32","VickyDesintonio",1.34718571883837E+018,"Ecuador"
"carolinedex32","Dletrius",1.34705168792888E+018,"Ecuador"
"emocionycambio","feminicidio",1.34712960228465E+018,"Barcelona"
"VaPorTi_Ecuador","DiegoBonifazA",1.34714610301214E+018,"Quito, Ecuador"
"DoloresDorantes","DoloresDorantes",1.34720334090453E+018,
"maridi54","JoseMarZam29",1.34472373200745E+018,"Ecuador"
"Antonioprz08","RodasColoma",1.34488104003327E+018,"Ecuador"
"MirezFrancisca","elcomerciocom",1.34698775591882E+018,"Ecuador"
"Estefan9Her","UNESECUADOR",1.34662703453407E+018,"Manabi, Ecuador"
"luci32lo","EcuavisaInforma",1.34719083587669E+018,"Ecuador"
"fdecovilla","CELAGeopolitica",1.34533980886081E+018,"Manabi, Ecuador"
"isa11ro","CELAGeopolitica",1.34658351690203E+018,"Ecuador"
"andre41he","rabascallcarlos",1.34716792014159E+018,"Ecuador"
"Mor1ri","CELAGeopolitica",1.34533980886081E+018,"Machala, Ecuador"
"MilagritosM_","EnClavePolitika",1.34721300632587E+018,"Ecuador"
"Toledorocio1","Toledorocio1",1.34721409064156E+018,"Ciudad Autónoma de Buenos Aire"
"Jara_Marcelinda","PrimeraPlanaECU",1.34721578501872E+018,"Ecuador"
"Velez_Anita_","MonicaAlemanM",1.34721938180212E+018,"Ecuador"
"DaniRodriz_","UNESECUADOR",1.3469638457268E+018,"Ecuador"
"ValentinaRodrz_","AmarantaSantama",1.34646020958633E+018,"Ecuador"
"AnitaSuaz","AmarantaSantama",1.34646020958633E+018,"Ecuador"
"GerardoRoj_","AmarantaSantama",1.34646020958633E+018,"Ecuador"
"JessicaRa_","UNESECUADOR",1.3469638457268E+018,"Ecuador"
"OskyPH","mdzol",1.34723404009354E+018,"Argentina"
"drmanuelhuerta","alcalorpolitico",1.34722607964831E+018,"Xalapa, Ver. México"
"AcunaOliver","DependeDe1_",1.34723154264977E+018,"Barcelona-España"
"JHLibertad_1","stillgray",1.34708278115576E+018,
"JoseMan05515340","bustingorri721",1.34721567181025E+018,"Badajoz, España"
"AnaRojas9711","elenavy11",1.3471795665494E+018,"Ecuador"
"paolaRiosHur","confirmadonet",1.34689337083739E+018,"Ecuador"
"roxa_gomez","Ligia346239565",1.34726880370983E+018,"Ecuador"
"AlanCarrionz","justicevera25",1.34666997206435E+018,
"Juan_Lugo1710","fraudsearcher2",1.34718258915779E+018,"Ecuador"
"Anyeld0","radiosucesosec",1.34721963357785E+018,"Ecuador"
"isa_m0r","LibertCiudadana",1.34726488169588E+018,
"lucimenca","Guillermo30s",1.3472468563263E+018,"Ecuador"
"JuanMsqera","mabsegovia",1.34692125426418E+018,"Ecuador"
"naughtylalax","Expresoec",1.34728497334316E+018,"Guayaquil, Ecuador"
"DanielLGTB_","elmercurioec",1.34728354238084E+018,"Ecuador"
"Corinalv_","revistavistazo",1.34728240941963E+018,"Ecuador"
"MariaaRoja9","moreiracris19",1.34683086544012E+018,"Ecuador"
"AlexandMacia","AmarantaSantama",1.34646020958633E+018,"Ecuador"
"AlexandMacia","mabsegovia",1.34692125426418E+018,"Ecuador"
"MarianaJose45","AdrianaPalma0",1.34728926734995E+018,"Ecuador"
"MariaaRoja9","AlexandMacia",1.34729076175112E+018,"Ecuador"
"MarianaJose45","AdrianaPalma0",1.34728790768241E+018,"Ecuador"
"ClapHastalaVic1","tongorocho",1.34729591871079E+018,"Venezuela"
"Laurazambr2","LuisCotacachi5",1.34729558715525E+018,"Ecuador"
"Laurazambr2","Ufredocontrera3",1.34729176867768E+018,"Ecuador"
"yomero1234","Soy_Raanee",1.34729982707652E+018,"CDMX"
"cristinamorer","Union_Liberta1",1.34724671415198E+018,"Ecuador"
"FdezzSusanna","mashinancyg",1.34728479062249E+018,"Ecuador"
"cristinamorer","Arauz_Rabascall",1.34722767770342E+018,"Ecuador"
"GenesisRom69","CELAGeopolitica",1.34576485942252E+018,"Ecuador"
"GenesisRom69","confirmadonet",1.34689337083739E+018,"Ecuador"
"AnaMariaRoj0","EcuadorFei",1.34730378894058E+018,"Ecuador"
"ManuelHijar2","Pikachusexual",1.34730702097474E+018,
"dayanagut8","rabascallcarlos",1.34699335725229E+018,"Ecuador"
"jorolopi70","colectivoups",1.34730572562682E+018,"Esmeraldas, Ecuador"
"jesusmarcano323","UChinchipe",1.34701886601526E+018,"Ecuador"
"aurapaez22","NataliaBer_",1.34716246209372E+018,"Ecuador"
"isa_m0r","rabascallcarlos",1.34728545467309E+018,
"CarmenTorres111","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"fabiollasuarezz","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"LauraJPaz10","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"MariaaRoja9","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"CarlaSu74","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"Rojaleja","rabascallcarlos",1.34728545467309E+018,
"Mashi_Pablo","luisch_1975",1.34733309899277E+018,"Guayaquil, Ecuador"
"dianas31_","jesusmarcano323",1.34730951295751E+018,"Ecuador"
"ValeriaGomzz","RosaMartiro",1.34733474961077E+018,"Ecuador"
"mairmasolp","rabascallcarlos",1.34728545467309E+018,
"ValeriaGomzz","dianas31_",1.34733440445732E+018,"Ecuador"
"JessiicSuarez","RosaMartiro",1.34733525191643E+018,"Ecuador"
"AnaRojas9711","UNESECUADOR",1.34732891442793E+018,"Ecuador"
"3b___ar","nxstsai",1.34733681263375E+018,"que"
"paticastro121","AlexandMacia",1.34729076175112E+018,"Ecuador"
"DanmarFF","eluniversocom",1.34732968118027E+018,"Ecuador"
"Juan_Lugo1710","rubencruz2702",1.34730883461697E+018,"Ecuador"
"DanmarFF","ecuavisa",1.34733350242611E+018,"Ecuador"
"Juan_Lugo1710","gene_parraga",1.34733545245029E+018,"Ecuador"
"GenesisRom69","roquesumans31",1.33818771640464E+018,"Ecuador"
"GenesisRom69","ColectivoNuest1",1.3330191879257E+018,"Ecuador"
"Sandinin","Sandinin",1.34733170024274E+018,"Quito"
"Juan_Lugo1710","walkingemotixn",1.34727465341334E+018,"Ecuador"
"GenesisRom69","ColectivoNuest1",1.3330191879257E+018,"Ecuador"
"GenesisRom69","roquesumans31",1.33818771640464E+018,"Ecuador"
"JauneLu","JauneLu",1.34732542168838E+018,"CDMX"
"CarlisofiPerez","mabsegovia",1.34692125426418E+018,"Ecuador"
"bianjimee","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"RicardoFederale","editor_platense",1.3473206106915E+018,"La Plata"
"Oriannrojas","bianjimee",1.34734593015305E+018,"Ecuador"
"CarolinCeva","rabascallcarlos",1.34680741639926E+018,"Ecuador"
"CarmeG_1","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"CarmeG_1","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"jesutorrealba2","CarlisofiPerez",1.3473420922894E+018,"Ecuador"
"CarmenTorres111","marcelaholguin",1.34558913136423E+018,"Ecuador"
"fabiollasuarezz","UnesCanar",1.34731700305756E+018,"Ecuador"
"CarolinVdez","UNESECUADOR",1.3469638457268E+018,"Ecuador"
"MaCelestePonce","eandres17132585",1.34734544662948E+018,
"SanchzzElena","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"eandres17132585","MaCelestePonce",1.34735442486018E+018,
"MarianaDiazzS","juve_1_5_azuay",1.3473414790989E+018,"Ecuador"
"SanchzzElena","fabiollasuarezz",1.34735381484478E+018,"Ecuador"
"Taliahernande00","oro_negro26",1.34595047623642E+018,"Ecuador"
"Samanthaperz12","justicevera25",1.34666997206435E+018,"Ecuador"
"LarezSophia","SanchzzElena",1.34735793880191E+018,"Ecuador"
"Diana_Zbo","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"vivian64218563","MiriamA71146172",1.34622408910348E+018,
"Anarcorvopunk77","rowously",1.3469819573773E+018,"Bologna"
"Paomarcano00","Paolandra_",1.34720038625237E+018,"Ecuador"
"jesutorrealba2","naughtylalax",1.34736325044333E+018,"Ecuador"
"LuciaFer_nadez","BetzaArauz",1.34688147554371E+018,"Ecuador"
"Oriannrojas","Paomarcano00",1.34736402950596E+018,"Ecuador"
"Oriannrojas","marcelaholguin",1.34703591187226E+018,"Ecuador"
"fabmons64","marcelaguinaga",1.34730777545875E+018,"Cuenca - Ecuador"
"traposo78","ecuarauz",1.34725495084649E+018,
"TacheroCaba","Facuezeol2",1.3473744759779E+018,"Buenos Aires, Argentina"
"RafaBarragan","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"emiliaadriana35","verohidalgo15",1.34731447652628E+018,"Buenos Aires"
"LOOKINGBEYOND19","AgustinLaje",1.34717657923598E+018,"Metropolitana de Santiago, Chi"
"LadyKarin5","vikidonda",1.34618666819015E+018,
"InrriGalAco","ecuarauz",1.347306480178E+018,
"DannyOLcf","NTelevisa_com",1.34741200655555E+018,"Howarts"
"suenosprofundos","pinche_jules",1.34743349702834E+018,
"EmiliaGo8","UNESECUADOR",1.34701063203031E+018,"Manabi, Ecuador"
"Gomezantonio03","pabelml",1.34725274504942E+018,"Ecuador"
"EmiliaGo8","MarcoAnibal",1.34658101338485E+018,"Manabi, Ecuador"
"Andyzambrano06","UNESECUADOR",1.34701063203031E+018,"Ecuador"
"leheim","brujasdelmar",1.34699059201893E+018,"Mexico City"
"VlzAdri","AP_Kost",1.34683846372798E+018,"Ecuador"
"JoseHta2","FrankSamaniegoM",1.34743927266053E+018,"Machala, Ecuador"
"DianaSanchezL2","FrankSamaniegoM",1.34743927266053E+018,"Ecuador"
"roberto21c","ecuarauz",1.347306480178E+018,"Ecuador"
"Claudia22fa","MarcoAnibal",1.34704026450285E+018,"Manabi, Ecuador"
"PattyCarrasc","UNESECUADOR",1.34732891442793E+018,"Ecuador"
"PattyCarrasc","ecuarauz",1.34665222263819E+018,"Ecuador"
"tatianapalaciof","AlexisSanchezEC",1.34750908759716E+018,"Ecuador"
"mayramm00","AlexisSanchezEC",1.34750852012461E+018,"ecuador"
"SofiEspinoza33","VuelveRafael",1.34741379145E+018,"Ecuador"
"Estefan9Her","MetroEcuador",1.34679795558877E+018,"Manabi, Ecuador"
"SofaCrd","rabascallcarlos",1.34699335725229E+018,"Ecuador"
"MilagritosM_","AlexisSanchezEC",1.34750908759716E+018,"Ecuador"
"maridi54","joseconforme",1.34662112795992E+018,"Ecuador"
"1JavierEliu","MarcoAnibal",1.34704026450285E+018,"Ecuador"
"1JavierEliu","UNESECUADOR",1.34701063203031E+018,"Ecuador"
"05AngelRm","Alexandra_Arce",1.34735893821649E+018,"Ecuador"
"DaniRodriz_","rabascallcarlos",1.34680741639926E+018,"Ecuador"
"ValentinaRodrz_","mabsegovia",1.34692125426418E+018,"Ecuador"
"Paoltorre","YulletErazo",1.34738478219653E+018,"Ecuador"
"Margarit4Zano","LaNacionPy",1.34733973840393E+018,
"Margarit4Zano","oro_negro26",1.34734135576115E+018,
"Carolperez60","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"05AngelRm","alexagacebo",1.347024778906E+018,"Ecuador"
"IsabellMa2","alcaldiagye",1.3472940993811E+018,"Ecuador"
"ErikaPer3z","larepublica_ec",1.34733979116837E+018,"Ecuador"
"OriBomb","UNESECUADOR",1.34610886097366E+018,"Ecuador"
"OriBomb","DiarioExtraEc",1.34663777935519E+018,"Ecuador"
"Jara_Marcelinda","Azul2Rc",1.34752245707539E+018,"Ecuador"
"Guti_1Car","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"GilbertoG_1","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"LBZA7643","yosoyverito",1.34753228496714E+018,"Chile"
"MariaLourdesG00","rabascallcarlos",1.34728545467309E+018,"Ecuador."
"JuanGaVacacela","rabascallcarlos",1.34753688422705E+018,"Loja, Ecuador"
"Mara_Ru16","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"Mara_Ru16","rabascallcarlos",1.34728545467309E+018,"Ecuador"
"1JavierEliu","ladycerna",1.34688632844157E+018,"Ecuador"
"Cristiperezp","XavierJurado82",1.3475499734586E+018,"Ecuador"
"AlexandraRGome","VickyDesintonio",1.34753595203878E+018,"Ecuador"
"rosaliarpz55","rabascallcarlos",1.34699335725229E+018,"Ecuador"
"alfredogghh","UNESJOVENES",1.34728367146057E+018,"Ecuador"
"Margarit4Zano","socialholico",1.34752368068388E+018,
"JennyMont3Z","damzmolina",1.34738227591531E+018,"Ecuador"
"Andrea_M130","rokoto_feo",1.34540782470529E+018,"Ecuador"
"JessicaRa_","mabsegovia",1.34692125426418E+018,"Ecuador"
"Andyzambrano06","dayjanalf",1.34756556537267E+018,"Ecuador"
"Gomezantonio03","el_telegrafo",1.34756547009494E+018,"Ecuador"
"MirezFrancisca","DianaSanchezL2",1.34756907392061E+018,"Ecuador"
"Samrodriguez230","mabsegovia",1.34692125426418E+018,"Ecuador"
"MilagritosM_","JoselitoPaladin",1.3472564961623E+018,"Ecuador"
"alearedesign","javiernavia",1.34755248238227E+018,"Buenos Aires, Argentina"
"VlzAdri","mabsegovia",1.34692125426418E+018,"Ecuador"
"roberto21c","pierinaescorrea",1.34753089770114E+018,"Ecuador"
"Valen_Salazar22","LaNacionPy",1.34733973840393E+018,
"emilyfl406","ecuadorenvivo",1.34756251041368E+018,"Ecuador"
"GarciaSofiaale","wgomezr",1.34658361895775E+018,"Ecuador"
"OsmelMaita","ecuainm_oficial",1.34757173713171E+018,"Ecuador"
"joseperezdani","FrankSamaniegoM",1.34743927266053E+018,"Machala, Ecuador"
"Estefan9Her","radiosucesosec",1.34738458808832E+018,"Manabi, Ecuador"
"auroraagmz","auroraagmz",1.34756476639137E+018,
"JoseHta2","alexagacebo",1.3472645877087E+018,"Machala, Ecuador"
"Rosa_Saint_Mart","Rosa_Saint_Mart",1.34758499653041E+018,
"Claudia22fa","pichinchauniver",1.34689052709908E+018,"Manabi, Ecuador"
"EmilyVeraA_","ianivancoronel1",1.34667130404126E+018,
"arturintoledo","terelagos",1.34748469399066E+018,
"EmiliaGo8","LaNacionPy",1.34733973840393E+018,"Manabi, Ecuador"
"RevSudestada","RevSudestada",1.3475892763856E+018,"Lomas de Zamora, Buenos Aires"
"RevSudestada","RevSudestada",1.3475892815446E+018,"Lomas de Zamora, Buenos Aires"
"Masara48810945","yola_vk",1.34758921009466E+018,"Oz"
"ZER0BL00D","GR4C3OFGOD",1.33751148256582E+018,"theythem ⋮ 击 ⋮ 🇲🇽"
"PACHAMA30481618","PACHAMA30481618",1.34759503918735E+018,
"nancyariasvilla","nunezalicia1",1.34759662164371E+018,"Villa Elisa , Paraguay."
"ClapHastalaVic1","rodbexa",1.34725212842381E+018,"Venezuela"
"Rc1TuiterosTung","LaNacionPy",1.34733973840393E+018,
"MaribellTorres9","LisbethBaqueri1",1.34760818566694E+018,"Ecuador 🇪🇨"
"Elkmelametiohoy","IskaBigote",1.34741521857874E+018,"¯\_(ツ)_/¯ IDK maybe IPK"
"sirenaramos","Luis90Rodrigu",1.34763378559726E+018,
"WalterC11146856","Franciscoleonf5",1.34764484778467E+018,
"FlorGui56804015","Franciscoleonf5",1.34764484778467E+018,
"parischiquitoo","PaolaCabezasC",1.34765153623153E+018,"Guayaquil Ecuador 🇪🇨"
"Adornialoleo","C5N",1.34764898934947E+018,
"Adornialoleo","C5N",1.34764898934947E+018,
"3_marthaf3","EmiliaGo8",1.3475888968892E+018,"Ecuador"
"LegionarioMart","MashiRafael",1.34758622574248E+018,
"LuisaMarcno","PrensaDelBanano",1.34085858618083E+018,"Ecuador"
"AnaRojas9711","niola_raul",1.34764966462403E+018,"Ecuador"
"Juan_Lugo1710","CsarQuionez6",1.34764141130332E+018,"Ecuador"
"MetodoWom","MetodoWom",1.34766193789576E+018,"Movimiento Internacional"
"DianaLool30","FernandoCedeR",1.34504695210333E+018,"Ecuador"
"LilianaMend22","tahigue29",1.34574356599402E+018,"Ecuador"
"LilianaMend22","tahigue29",1.34574356599402E+018,"Ecuador"
"RosaSalz19","FrenteProgreso",1.3458797829328E+018,"Ecuador"
"susaguti19","PedroMenesesR",1.3476473238333E+018,"Ecuador"
"Gutiercio","Expresoec",1.34765206065374E+018,"Ecuador."
"MaggieMu_oz","MaggieMu_oz",1.34767843197934E+018,
"Mashi_Pablo","MashiRafael",1.34768088817216E+018,"Guayaquil, Ecuador"
"Antonia76890102","64_sida",1.34768102100585E+018,
"Antojar7","ecuavisa",1.34766444475577E+018,"Ecuador"
"Antojar7","elcomerciocom",1.34766815067905E+018,"Ecuador"
"HOLAAA53853805","HOLAAA53853805",1.3477196713914E+018,
"cfelmerv","T13",1.34769036261008E+018,
"ClauNaj","ClauNaj",1.34772796106835E+018,"Mendoza, Argentina"
"cherry_cocktail","JuanfraLozano",1.34728668691766E+018,
"guajardowilliam","Hugo_Gutierrez_",1.34757117749409E+018,"Chile"
"Marta2688","mauroszeta",1.34762543191523E+018,
"guenmecu","guenmecu",1.34774042296211E+018,"Colombia"
"el_comodo","lacomposta",1.34771070243012E+018,
"juanlmera","Douglas70888444",1.34771942982465E+018,"Quito"
"skhunt92","skhunt92",1.34779399480222E+018,"Quito, Ecuador"
"skhunt92","Analululululu",1.34788419789829E+018,"Quito, Ecuador"
"skhunt92","nandoyerovi",1.3478977794741E+018,"Quito, Ecuador"
"chiguijaecuador","connection53",1.34648318195711E+018,
"Carmenadrade","PatricioChvezZ1",1.34772944137245E+018,"Ecuador"
"1JavierEliu","Datoworld",1.34772918930315E+018,"Ecuador"
"Mercedelorosb","AlexisSanchezEC",1.34790541833345E+018,"ecuador"
"Elisatinz","GabuPsychic",1.34774067434764E+018,"Ecuador"
"Mercedelorosb","ArauzRabascall",1.34790122603853E+018,"ecuador"
"Caroliverakj","PattyParedes82",1.3466122339299E+018,"Ecuador"
"Caroliverakj","PatricioJijonL1",1.34679150765588E+018,"Ecuador"
"CarlaFernndezG2","AlexisSanchezEC",1.34750852012461E+018,"Ecuador"
"EricaGnzle","AlejandGutirre",1.34792145947008E+018,
"Estefan9Her","4pelagatos4",1.34766137000795E+018,"Manabi, Ecuador"
"JoseHta2","GustavoMateusA",1.34770934803066E+018,"Machala, Ecuador"
"Claudia22fa","pichinchauniver",1.34713589345953E+018,"Manabi, Ecuador"
"EmiliaGo8","TorinoEconomics",1.34760224997188E+018,"Manabi, Ecuador"
"DaniRodriz_","rabascallcarlos",1.34778849866174E+018,"Ecuador"
"joseperezdani","Alexandra_Arce",1.34735893821649E+018,"Machala, Ecuador"
"Samrodriguez230","colectivoups",1.34793194215148E+018,"Ecuador"
"joseperezdani","PattyParedes82",1.3466122339299E+018,"Machala, Ecuador"
"VlzAdri","PattyParedes82",1.3466122339299E+018,"Ecuador"
